UUID,Description 1,Domains,AttributeNameENG,Categories,ACS Definition
eb65b1bf-f966-467a-9c8d-3b07fccbafcd,ThinCarpetFloors:BookableUnit,ROOM_UNIT,Thin carpet in room,"Accessibility, LCS, PartnerCentral:RoomLayout, StructuredAttributeContent",Some or all of the flooring in this bookable unit is thin carpet (less than 1/4 in. or 6 mm in pile height)
ba9fbf3e-2131-4345-a3ee-67862c9ed684,Breakfast:Free:Weekends,PROPERTY,Free weekend breakfast,"Breakfast, Dining, FoodAndBeverage, LCS, PartnerCentral:Breakfast, StructuredAttributeContent",Free breakfast is available Saturday-Sunday
24aa3ce3-86af-45b5-8b30-a57f2a5ca4a9,Bedsheets:Available:BookableUnit,SPACE; ROOM_UNIT,Bed sheets provided,"ContentScore, LCS, PartnerCentral:Bedding, PartnerCentral:Conveniences, StructuredAttributeContent, Vrbo, VrboOnboarding",Bed sheets are provided for this bookable unit
27e5100b-4a25-45a9-9590-b8881c8ebb1a,RyokanOnsen:Outdoor:Private:BookableUnit,ROOM_UNIT,Outdoor private mineral hot springs (Japanese-style onsen),"LCS, PartnerCentral:RyokanFacilities, Ryokan, StructuredAttributeContent",There is a private outdoor onsen in this bookable unit/room
9b43eff8-0267-4dae-b893-fec356a0eef1,DeskChair:BookableUnit,ROOM_UNIT,Desk chair,"LCS, PartnerCentral:RoomLayout, StructuredAttributeContent, Vrbo","This bookable unit has a desk chair (a chair intended for use at a desk, may be ergonomic or designed for sitting efficiently for extended periods)"
fdd935df-228a-45ff-8b08-d19e5509d3c5,GenericCityTax:Fee:Mandatory,PROPERTY,City/Generic,"Fee, MandatoryFee, NonPartnerCentral, PartnerCentral:TaxesMandatory, PriceQualityComplianceAttribute, Taxation",There is a mandatory general city tax fee levied
32f07966-d79e-4fd2-8644-0e10f7120722,xLabor:AmountFee:Mandatory:(Scope),PROPERTY,Labor fee scope -,null,"Deprecated as part of CAM-386, removing unused fees
Data term: Scope
Enums: per accommodation, per person, per room
Previous definition: Scope for the mandatory labor fee (i.e. per person, per accommodation, etc.)"
30cb1f02-679d-4810-8012-9d8e4f0242d9,xGenericStay:AmountFee:Mandatory:(Scope),PROPERTY,Stay collected fee scope -,null,"Deprecated as part of CAM-386, removing unused fees
Data term: Scope
Enums: per accommodation, per person, per room
Previous definition: Scope for the mandatory generic stay fee (i.e. per person, per accommodation, etc.)"
369cd97b-4dc3-4d10-b27b-815f6c9d4311,RyokanBathing:MixedGender,PROPERTY,Shared men and women areas,"PartnerCentral:RyokanFacilities, Ryokan",The ryokan property's bathing facilities are not gender-segregated
c6ea25d7-a81d-4d98-aa79-adbb3bae34ba,HellenicChamberBoutiqueHotel,PROPERTY,Hellenic Chamber of Hotels' Boutique Hotel,"Awards, NonPartnerCentral, Rating",The property is located in Greece and has received certification as a Boutique Hotel under the Hellenic Chamber of Hotels' Boutique Hotels certification scheme.
d5803b37-51a5-4eae-a0d4-a2ee287ab03f,xCinemasAndTheaters:NearbyLocation,LODGING_UNDEFINED,Cinemas and theaters nearby,null,Base attribute removed: CinemasAndTheaters; base term removed: NearbyLocation; Deprecated per CAM-226 (https://jira.expedia.biz/browse/CAM-226)
76894b33-d4c8-43bb-867f-f7bd3628190b,VietnameseSpoken,PROPERTY,Vietnamese,"ContentScore, Language, LCS, PartnerCentral:Languages, StructuredAttributeContent",This language is spoken by staff at this property: Vietnamese
ebeb7979-825c-431d-b8c2-98422080589b,BilliardsAndOrPoolTable,PROPERTY; ROOM_UNIT,Billiards or pool table,"Entertainment, LCS, PartnerCentral:GameAndEntertainment, StructuredAttributeContent, Vrbo",The property has billiards and or pool tables
9c01a12b-56a1-4009-b19b-6f5834b0ce03,xSoftDrinks:BEXLoyalty:(CreditCurrencyAmount),PROPERTY,Beverage (soft drinks only) credit,null,A non-alcholic drink credit for a specific amount is offered to BEXLoyalty Customers; Deprecated per CAM-232; Removed Data Term: CreditCurrencyAmount; Removed broader concept: SoftDrinks:BEXLoyalty
b90b1dca-c65f-454e-a716-5d2f5f7b643c,ClubLevelRoom:ExecutiveRoom:Breakfast,LODGING_UNDEFINED,Club or executive level breakfast,"Breakfast, Club, PartnerCentral:Club",Broader concept for club or executive-level breakfast amenities
247828cb-54ee-488b-bd1f-7af59d9c8e84,AirportTransfer:Roundtrip:Free:ValueAdd,RATE_PLAN,Free round-trip airport transfer,"AirportTransfer, LCS, RatePlan, StandardValueAdd, Transportation, ValueAdd",This rate plan includes roundtrip transfers from the airport to the property
dfd2449e-3306-43d1-9c83-79f3262cc553,MurphyBed,SPACE,Murphy bed(s),null,This Space-level amenity describes a bed type that is available. This data is mastered in the Room Type Service and exists in the ACS taxonomy to facilitate mapping for distribution of RTS data via ACS Distribution. It is not intended for direct configuration by suppliers within ACS.
f7c339eb-bca5-42b5-a48b-ce511be3d942,Tennis:Onsite:Indoor,PROPERTY,Indoor tennis court,"ContentScore, LCS, PartnerCentral:Sports, Sport, StructuredAttributeContent",Parent concept for onsite indoor tennis amenities
1cf0495e-0928-4a40-a2e6-671ebbb133a2,AirportUGC:XMD:(CustomText),PROPERTY,CB-AB-A,null,"Rating about distance and connections of a property to an airport, ranging from .75 to 5 (based on sentiment score extracted from guest reviews as pulled from Qualtrics XM Discover (fka Clarabridge), over the last 1.5 years)"
e830e826-578a-4bd0-82bd-1017dc5a07ae,ShoppingUGC:XMD:(Count),PROPERTY,CB-AB-Sho-Cnt,null,Number of reviews about shopping near a property evaluated in the last 1.5 years to determine the sentiment score. Created for CAM-638
3a88235c-6ef3-4254-803b-046062999819,CityTax:Instance6:AmountFee:Mandatory:ForAdults:(Amount),PROPERTY,CityAdult6-Amt,null,The amount charged for the specified item or service; The amount charged for the sixth instance of the mandatory city tax fee for adults
bf40d03c-8eba-11e9-bc42-526af7764f64,Golf:CreditAmountOffer:PerDay:PerPerson:GuestLimit:ValueAdd:(PromotionType),VALUE_ADD_PROMOTION,Promotion type,null,The type of value add promotion for a credit amount toward golf per person per day for a specified number of guests
991d9374-e112-4fc8-a14e-dc29d55c2793,Toys:ForChildren,PROPERTY; ROOM_UNIT,Children's toys,"FamilyAndChildren, LCS, PartnerCentral:FamilyAndChildren, StructuredAttributeContent, Vrbo",Toys intended for children to play with are available at this property
576d4f60-fb39-4992-bc09-f24f5b315290,Wheelchair:Accessible:InRoom,PROPERTY,Wheelchair accessible,"Accessibility, ContentScore, LCS, PartnerCentral:Accessibility, SearchFilter:WheelchairAccessibility, StructuredAttributeContent, Vrbo",All rooms at the property have adaptations to allow use by all persons
939fc940-0c33-446a-8125-ed2b057365cd,Housekeeping:Weekly,PROPERTY,Weekly housekeeping provided,"Housekeeping, LCS, PartnerCentral:Housekeeping, StructuredAttributeContent","Housekeeping is provided for all units once per week
"
bf3f798a-8eba-11e9-bc42-526af7764f64,BottledWine:Free:PerDay:PerRoom:ValueAdd:(PromotionType),VALUE_ADD_PROMOTION,Promotion type,null,The type of value add promotion  for free bottled wine per room per day
ddba4ce6-ba26-11e8-96f8-529269fb1459,SkiLiftTicket:DiscountPercentageOffer:PerDay:PerPerson:GuestLimit:ValueAdd:(Percentage),VALUE_ADD_PROMOTION,Percentage,null,The percentage amount off for a value add promotion for a discounted percentage off of ski lift ticket(s) per person per day for a specified number of guests
54757178-b037-4bbd-9d61-3460bcf40e5c,xActivitiesAndSports:BEXLoyalty:(CreditCurrencyAmount),PROPERTY,Activities & sports credit,null,"Deprecated per CAM-232; Removed data term: CreditCurrencyAmount; Removed broader concept: ActivitiesAndSports:BEXLoyalty
An activities and sports credit for a specified amount is offered to BEXLoyalty customers"
85fe1243-02cf-4b61-a631-c824296b3d76,xGala:Dinner:Fee:Mandatory:ForAdults:ChineseNewYear:(Scope),PROPERTY,xGalaChineseNYAdult-Scope,null,Deprecated per CAM-223; removed data term: Scope
aaae98d4-0bba-11ea-8d71-362b9e155667,HotSpringTheme:AuthorizedManualAddition,PROPERTY,THEME OVER-RIDE-HOT SPRINGS,"NonPartnerCentral, PropertyTheme",This override attribute is used to manually add the Hot Springs theme when a property doesn't qualify for automation (https://confluence.expedia.biz/display/SR/Hot+Springs)
fb354642-8f50-4c1b-8cbd-4824e21a7670,MealDeliveryService:BookableUnit,ROOM_UNIT,Meal delivery service available,"Dining, FoodAndBeverage, LCS, PartnerCentral:Conveniences, StructuredAttributeContent, Vrbo",Meals can be delivered to some bookable units through a third-party service
becf7b80-d536-4367-a473-22c9f711b1e1,GreenKey,PROPERTY,Green Key (Foundation for Environmental Education),"Awards, LCS, NonPartnerCentral, Rating, Sustainability","An international eco-label awarded to accommodations and other hospitality facilities that commit to sustainable business practices; the green/sustainable theme is automatically assigned to properties with this attribute
https://www.greenkey.global/; The property participates in the Green Key (Foundation for Environmental Education) program"
810c5c26-9e6a-4d43-b63b-5007fcec6ab2,Spa:SteamRoom,PROPERTY,Steam room in spa,"LCS, PartnerCentral:Spa, Spa",The spa at the property contains a steam room
d0e5d19b-08fd-4b58-845c-e30f76d94ebe,ThemePark:Access:AfterHours,PROPERTY,After-hours theme park access,"Entertainment, LCS, PartnerCentral:GameAndEntertainment",Guests of the property are allowed access to a connected or nearby theme park after the regular hours
8060d9ee-f302-43ac-9c18-1c4dfc9b776f,xFacility:FeeIncludedInRate:Mandatory,PROPERTY,Facilities fee included in room rate,"FacilitiesFee, Fee, PartnerCentral:FacilityFee","This attribute is deprecated, no longer in use.; Deprecated per CAM-226 (https://jira.expedia.biz/browse/CAM-226); Base attribute removed: Facility; base terms removed: FeeIncludedInRate, Mandatory
Categories removed: Fee, FacilitiesFee, PartnerCentral:FacilityFee"
bf3f6e72-8eba-11e9-bc42-526af7764f64,Beverage:Free:PerDay:PerPerson:GuestLimit:ValueAdd:(PromotionType),VALUE_ADD_PROMOTION,Promotion type,null,The type of value add promotion for beverages provided per person per day for a specified number of guests
6df3d887-cfb8-4957-9d50-dfd6f96c6c8f,PropertyPolicy:SmartDevice:(Description),ROOM_UNIT,Smart device instructions,null,Field for smart device instructions
e51ae02d-05e2-414e-84e0-cbde45165ca7,BreakfastUGC:XMD:(Count),PROPERTY,CB-AB-Bfst-Cnt,null,Number of reviews on the quality of breakfast offered at a property evaluated in the last 1.5 years to determine the sentiment score. Created for CAM-638
d9f0d441-33cc-4aa0-bf15-71805ffad937,xGala:Dinner:Fee:Mandatory:ChineseNewYear,PROPERTY,xRequire mandatory gala dinner fee,"Gala, PartnerCentral:Dining","Deprecated per CAM-223; removed BAs: Dinner, Gala; removed BTs: ChineseNewYear, Fee, Mandatory; removed categories: Gala, PartnerCentral:Dining"
678bce70-eb09-4548-8d6b-1773c89998ae,Pets:NotPermitted,ROOM_UNIT; PROPERTY,Pets not allowed,"ContentQualityScore, ContentScore, KBYG, LCS, PartnerCentral:Pets, ServiceAnimalsAndPets, StayPolicy, StructuredAttributeContent, Vrbo",Pets are not allowed at this property
bc3752e5-c8f6-404f-96a7-e8422406fdd4,Housekeeping:Free:Weekly,PROPERTY,Weekly housekeeping is provided at no charge,"Housekeeping, PartnerCentral:Housekeeping, StructuredAttributeContent","Housekeeping is provided at no charge once per week
"
4241a995-644d-4ce4-b231-a0fce17454bd,LanguageLesson:AllInclusiveException,PROPERTY,Language classes/ lessons not included,"AllInclusive, LCS, PartnerCentral:AlllnclusiveActivities",Language classes are not included in all-inclusive rate plans
7684f583-74d6-4777-906c-f6e2f7491252,LowHeightDesk,PROPERTY,Low-height desk,"Accessibility, LCS, PartnerCentral:Accessibility, StructuredAttributeContent",All bookable units have lowered desks that can be accessed by someone who uses a wheelchair
54b206c8-8e10-11e9-bc42-526af7764f64,WaterPark:Access:CreditAmountOffer:PerDay:PerRoom:ValueAdd:(Version),VALUE_ADD_PROMOTION,Version,null,The version of value add promotion for a credit amount toward water park access per room per day
e0584c44-65d0-4d6b-9f6c-ccd33b210870,Renovation:Bar:Instance2,PROPERTY,Bar/lounge,"Bar, FoodAndBeverage, PartnerCentral:Renovations, Renovation","Multiple areas at the property are being renovated, including a bar or lounge"
cd0189c6-19ef-419a-b254-4e83494b8770,SeparateDiningArea:BookableUnit,ROOM_UNIT; SPACE,Separate dining area,"ContentScore, LCS, PartnerCentral:RoomLayout, StructuredAttributeContent, Vrbo",A dining space that is separate from living areas is available in some bookable units
9c6b829a-8143-41b7-908e-94aec9fc8a8b,Housekeeping:VariableFee:PerRoomSize,PROPERTY,Housekeeping fee varies by unit size,"Fee, Housekeeping, PartnerCentral:Housekeeping, StructuredAttributeContent","The amount charged for the optional housekeeping fee varies based on room size
"
b7ce933e-8b25-4d15-ab3a-e50abe3c90b7,Insight:ServiceExperienceBundle:Relocations,PROPERTY,Relocation score,null,Provides metadata about the relocation score attributed to the property as part of GEX service insights.
0586ed73-2c62-4559-a40f-dc23849f42c1,FamilyTheme:PartnerSelected,PROPERTY; ROOM_UNIT,Family,"LCS, PartnerCentral:PartnerSelectedTheme, PropertyThemePartnerSelected, StructuredAttributeContent, Vrbo",This partner-selected theme indicates that a property provides services and amenities for children
d1071685-4e4f-4d27-b7d6-da63130af9c2,xToiletries:AmountFee:Mandatory:(Amount),PROPERTY,Toiletries fee amount -,null,"Deprecated as part of CAM-386, removing unused fees
Data term: Amount
Previous definition: The amount charged for the mandatory toiletries fee at the property"
080a82d4-02b9-4eb0-bdee-7bb89a8861f3,PropertyPolicy:CookwareDishwareUtensils:(Description),ROOM_UNIT,Kitchenware instructions,null,Field for kitchenware instructions
4fb5b27a-0d52-11ea-8d71-362b9e155667,DeckOrPatio:BookableUnit:(Description),ROOM_UNIT,Description,null,"A description of the attached, ground level outdoor area connected to the bookable unit"
fd47583e-9648-4f5a-aea4-599979b69a52,HealthTesting:COVID19:Antigen:Onsite:Free,PROPERTY,Free onsite COVID-19 testing (Antigen/Rapid) is available,"KBYG, LCS, PartnerCentral:TravelerSafety, Safety, StructuredAttributeContent","Onsite COVID-19 testing (Antigen/Rapid) is available for free; ideally, should be paired with HealthTesting:COVID19:Onsite and HealthTesting:COVID19:Antigen:Onsite
"
6bf140fb-20c2-42d4-9089-e6a8f73dd1ee,Pool:AgeRequirement,PROPERTY,Pool,"LCS, PartnerCentral:OtherPolicies, Pool, StayPolicy, StructuredAttributeContent, WaterBasedActivity",The minimum age permitted at the pool
b2fdd680-56e9-40cc-bc18-dd9ecc64d033,Restaurant:Instance2:ReservationRequired,PROPERTY,Reservations required,"Dining, FoodAndBeverage, PartnerCentral:Dining, Restaurant",Guests must reserve a table in advance at the second dining venue
a0705ec7-665c-45fc-b741-52a14ca1fa55,xBreakfast:AmountFee:Weekdays:TimeQuantity,PROPERTY,Weekdays,"Breakfast, Dining, PartnerCentral:Breakfast","	
Deprecated attribute; template details moved to a new broader concept, and this attribute is no longer needed, deprecated as part of CAM-224.
Former Base attribute: Breakfast
Former Base terms: AmountFee, TimeQuantity, Weekdays
Former Categories: Breakfast, Dining, PartnerCentral:Breakfast"
c657ed60-83b7-42d9-bacd-6795158ecc02,xRollInShower:UnknownAvailability,PROPERTY,No roll-in shower,"Accessibility, Bathroom, PartnerCentral:Accessibility","Deprecated as part of CAM-657; Deprecating legacy attributes
Former definition: It is unknown if the shower has accessible features or not
Removed Base Attributes: RollInShower
Removed Base Terms: UnknownAvailability
Removed Categories: Accessibility, Bathroom, PartnerCentral:Accessibility"
5f9b2e38-9926-4c97-845c-bc14da5ef0f6,HotTub:(Count),ROOM_UNIT; PROPERTY,Number of spa tubs -,null,The number of hot tubs at the property
e069ef38-a1f3-4438-8ff9-acd980bddb40,OtherSleepArea:DoubleBed:(Count),PROPERTY,Double bed(s) -,null,The number of double beds in the sleeping area
bf40cb82-8eba-11e9-bc42-526af7764f64,FoodAndBeverage:DiscountPercentageOffer:PerStay:PerPerson:GuestLimit:ValueAdd:(PromotionType),VALUE_ADD_PROMOTION,Promotion type,null,The type of value add promotion for a discounted percentage off of food and beverages per person per stay for a specified number of guests
529c996-353f-4dc8-941f-704dc864f89c,xSanitizationCertification:AssociationCertification:WHOCovid19Guidelines:Unavailable,PROPERTY,Property follows sanitization practices of COVID-19 Guidelines (WHO),PartnerCentral:TravelerSafety,"Property follows sanitization practices of COVID-19 Guidelines (WHO); Deprecated per CAM-226 (https://jira.expedia.biz/browse/CAM-226); Base attribute removed: SanitizationCertification; base terms removed: AssociationCertification, WHOCovid19Guidelines, Unavailable; category removed: PartnerCentral:TravelerSafety"
